scenario,method,task_id,seed,team_reward,receiver_1_reward,receiver_2_reward,receiver_3_reward,receiver_1_injected,receiver_2_injected,receiver_3_injected,receiver_1_positive,receiver_2_positive,receiver_3_positive,receiver_1_negative,receiver_2_negative,receiver_3_negative,receiver_disagreement_std
minecraft,full_memory,minecraft:16,0,2.0,1.3333333333333333,2.3333333333333335,2.3333333333333335,6,6,6,1,2,2,0,0,0,0.0
minecraft,retrieval,minecraft:16,0,2.0,1.3333333333333333,2.3333333333333335,2.3333333333333335,3,3,3,1,2,2,0,0,0,0.0
minecraft,smtr_uniform,minecraft:16,0,2.0,1.3333333333333333,2.3333333333333335,2.3333333333333335,2,2,2,1,2,2,0,0,0,0.0
minecraft,smtr_receiver,minecraft:16,0,2.0,1.3333333333333333,2.3333333333333335,2.3333333333333335,1,2,2,1,2,2,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:16,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:16,1,2.0,1.3333333333333333,3.3333333333333335,1.3333333333333333,6,6,6,2,3,1,1,0,0,0.0
minecraft,retrieval,minecraft:16,1,-3.700743415417188e-17,-0.6666666666666667,0.3333333333333333,0.3333333333333333,3,3,3,0,0,0,1,0,0,0.0
minecraft,smtr_uniform,minecraft:16,1,2.3333333333333335,2.3333333333333335,3.3333333333333335,1.3333333333333333,3,3,3,2,3,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:16,1,2.3333333333333335,2.3333333333333335,3.3333333333333335,1.3333333333333333,2,3,1,2,3,1,0,0,0,0.816496580927726
minecraft,no_memory,minecraft:16,2,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:16,2,1.8333333333333333,1.5,1.5,2.5,6,6,6,2,2,3,1,1,1,0.0
minecraft,retrieval,minecraft:16,2,1.1666666666666667,0.5,1.5,1.5,3,3,3,0,1,1,0,0,0,0.0
minecraft,smtr_uniform,minecraft:16,2,2.8333333333333335,2.5,2.5,3.5,3,3,3,2,2,3,0,0,0,0.0
minecraft,smtr_receiver,minecraft:16,2,2.8333333333333335,2.5,2.5,3.5,2,2,3,2,2,3,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:16,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:16,3,-0.6666666666666666,-1.6666666666666667,0.3333333333333333,-0.6666666666666667,6,6,6,0,2,1,2,2,2,0.0
minecraft,retrieval,minecraft:16,3,-3.700743415417188e-17,-0.6666666666666667,0.3333333333333333,0.3333333333333333,3,3,3,0,1,1,1,1,1,0.0
minecraft,smtr_uniform,minecraft:16,3,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.3333333333333333,2,2,2,0,2,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:16,3,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.3333333333333333,0,2,1,0,2,1,0,0,0,0.816496580927726
minecraft,no_memory,minecraft:16,4,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:16,4,2.1666666666666665,1.5,2.5,2.5,6,6,6,1,2,2,0,0,0,0.0
minecraft,retrieval,minecraft:16,4,1.1666666666666667,0.5,1.5,1.5,3,3,3,0,1,1,0,0,0,0.0
minecraft,smtr_uniform,minecraft:16,4,2.1666666666666665,1.5,2.5,2.5,2,2,2,1,2,2,0,0,0,0.0
minecraft,smtr_receiver,minecraft:16,4,2.1666666666666665,1.5,2.5,2.5,1,2,2,1,2,2,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:17,0,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:17,0,2.222222222222222,3.1666666666666665,2.1666666666666665,1.3333333333333333,6,6,6,3,2,2,0,0,1,0.0
minecraft,retrieval,minecraft:17,0,1.222222222222222,2.1666666666666665,1.1666666666666667,0.3333333333333333,3,3,3,2,1,1,0,0,1,0.0
minecraft,smtr_uniform,minecraft:17,0,2.5555555555555554,3.1666666666666665,2.1666666666666665,2.3333333333333335,3,3,3,3,2,2,0,0,0,0.0
minecraft,smtr_receiver,minecraft:17,0,2.5555555555555554,3.1666666666666665,2.1666666666666665,2.3333333333333335,3,2,2,3,2,2,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:17,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:17,1,0.9999999999999999,1.6666666666666665,-0.33333333333333337,1.6666666666666665,6,6,6,2,1,2,1,2,1,0.0
minecraft,retrieval,minecraft:17,1,2.0,2.6666666666666665,0.6666666666666666,2.6666666666666665,3,3,3,2,1,2,0,1,0,0.0
minecraft,smtr_uniform,minecraft:17,1,2.3333333333333335,2.6666666666666665,1.6666666666666665,2.6666666666666665,2,2,2,2,1,2,0,0,0,0.0
minecraft,smtr_receiver,minecraft:17,1,2.3333333333333335,2.6666666666666665,1.6666666666666665,2.6666666666666665,2,1,2,2,1,2,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:17,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:17,2,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335,6,6,6,2,2,2,1,1,0,0.0
minecraft,retrieval,minecraft:17,2,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,3,3,3,1,1,1,1,1,0,0.0
minecraft,smtr_uniform,minecraft:17,2,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2,2,2,2,2,2,0,0,0,0.0
minecraft,smtr_receiver,minecraft:17,2,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2,2,2,2,2,2,0,0,0,0.0
minecraft,no_memory,minecraft:17,3,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:17,3,-0.3333333333333333,0.0,0.0,-1.0,6,6,6,0,0,0,1,1,2,0.0
minecraft,retrieval,minecraft:17,3,0.3333333333333333,1.0,0.0,0.0,3,3,3,0,0,0,0,1,1,0.0
minecraft,smtr_uniform,minecraft:17,3,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0
minecraft,smtr_receiver,minecraft:17,3,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0
minecraft,no_memory,minecraft:17,4,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:17,4,-1.1666666666666667,-1.5,-1.5,-0.5,6,6,6,1,1,1,3,3,2,0.0
minecraft,retrieval,minecraft:17,4,-0.16666666666666666,-0.5,-0.5,0.5,3,3,3,1,1,1,2,2,1,0.0
minecraft,smtr_uniform,minecraft:17,4,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:17,4,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
minecraft,no_memory,minecraft:18,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:18,0,0.5,-0.5,0.5,1.5,6,6,6,0,0,1,1,0,0,0.0
minecraft,retrieval,minecraft:18,0,0.16666666666666666,-0.5,0.5,0.5,3,3,3,0,0,0,1,0,0,0.0
minecraft,smtr_uniform,minecraft:18,0,0.8333333333333334,0.5,0.5,1.5,1,1,1,0,0,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:18,0,0.8333333333333334,0.5,0.5,1.5,0,0,1,0,0,1,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:18,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:18,1,-0.3333333333333335,-0.33333333333333337,-1.3333333333333335,0.6666666666666666,6,6,6,1,0,1,2,2,1,0.0
minecraft,retrieval,minecraft:18,1,-0.3333333333333333,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,3,3,3,0,0,0,1,1,1,0.0
minecraft,smtr_uniform,minecraft:18,1,1.3333333333333333,1.6666666666666665,0.6666666666666666,1.6666666666666665,1,1,1,1,0,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:18,1,1.3333333333333333,1.6666666666666665,0.6666666666666666,1.6666666666666665,1,0,1,1,0,1,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:18,2,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:18,2,-1.1666666666666667,-1.5,-1.5,-0.5,6,6,6,0,0,0,2,2,1,0.0
minecraft,retrieval,minecraft:18,2,-0.5,-0.5,-0.5,-0.5,3,3,3,0,0,0,1,1,1,0.0
minecraft,smtr_uniform,minecraft:18,2,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,smtr_receiver,minecraft:18,2,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,no_memory,minecraft:18,3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:18,3,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,6,6,6,2,2,2,1,1,1,0.0
minecraft,retrieval,minecraft:18,3,0.5,0.16666666666666666,0.16666666666666666,1.1666666666666667,3,3,3,1,1,2,1,1,1,0.0
minecraft,smtr_uniform,minecraft:18,3,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665,3,3,3,2,2,2,0,0,0,0.0
minecraft,smtr_receiver,minecraft:18,3,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665,2,2,2,2,2,2,0,0,0,0.0
minecraft,no_memory,minecraft:18,4,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:18,4,0.16666666666666666,-0.5,-0.5,1.5,6,6,6,1,1,2,2,2,1,0.0
minecraft,retrieval,minecraft:18,4,-0.16666666666666666,-0.5,-0.5,0.5,3,3,3,0,0,1,1,1,1,0.0
minecraft,smtr_uniform,minecraft:18,4,1.8333333333333333,1.5,1.5,2.5,2,2,2,1,1,2,0,0,0,0.0
minecraft,smtr_receiver,minecraft:18,4,1.8333333333333333,1.5,1.5,2.5,1,1,2,1,1,2,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:19,0,0.5555555555555555,0.5,0.5,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:19,0,1.5555555555555556,1.5,2.5,0.6666666666666666,6,6,6,1,2,1,0,0,1,0.0
minecraft,retrieval,minecraft:19,0,1.222222222222222,1.5,1.5,0.6666666666666666,3,3,3,1,1,1,0,0,1,0.0
minecraft,smtr_uniform,minecraft:19,0,1.8888888888888886,1.5,2.5,1.6666666666666665,2,2,2,1,2,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:19,0,1.8888888888888886,1.5,2.5,1.6666666666666665,1,2,1,1,2,1,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:19,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:19,1,1.1666666666666667,1.5,1.5,0.5,6,6,6,1,1,1,0,0,1,0.0
minecraft,retrieval,minecraft:19,1,0.16666666666666666,0.5,0.5,-0.5,3,3,3,0,0,0,0,0,1,0.0
minecraft,smtr_uniform,minecraft:19,1,1.5,1.5,1.5,1.5,2,2,2,1,1,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:19,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
minecraft,no_memory,minecraft:19,2,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:19,2,-2.1666666666666665,-2.1666666666666665,-1.1666666666666665,-3.1666666666666665,6,6,6,0,0,0,3,2,4,0.0
minecraft,retrieval,minecraft:19,2,-1.5,-1.1666666666666665,-1.1666666666666665,-2.1666666666666665,3,3,3,0,0,0,2,2,3,0.0
minecraft,smtr_uniform,minecraft:19,2,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
minecraft,smtr_receiver,minecraft:19,2,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
minecraft,no_memory,minecraft:19,3,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:19,3,-0.5,-1.5,0.5,-0.5,6,6,6,0,0,0,2,0,1,0.0
minecraft,retrieval,minecraft:19,3,-0.16666666666666666,-0.5,0.5,-0.5,3,3,3,0,0,0,1,0,1,0.0
minecraft,smtr_uniform,minecraft:19,3,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,smtr_receiver,minecraft:19,3,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,no_memory,minecraft:19,4,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:19,4,1.1666666666666665,1.1666666666666667,2.1666666666666665,0.16666666666666666,6,6,6,1,2,0,0,0,0,0.0
minecraft,retrieval,minecraft:19,4,0.5000000000000001,1.1666666666666667,0.16666666666666666,0.16666666666666666,3,3,3,1,0,0,0,0,0,0.0
minecraft,smtr_uniform,minecraft:19,4,1.1666666666666665,1.1666666666666667,2.1666666666666665,0.16666666666666666,3,3,3,1,2,0,0,0,0,0.0
minecraft,smtr_receiver,minecraft:19,4,1.1666666666666665,1.1666666666666667,2.1666666666666665,0.16666666666666666,1,2,0,1,2,0,0,0,0,0.816496580927726
minecraft,no_memory,minecraft:2,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:2,0,0.8333333333333334,0.16666666666666666,1.1666666666666667,1.1666666666666667,6,6,6,0,1,1,0,0,0,0.0
minecraft,retrieval,minecraft:2,0,0.5000000000000001,0.16666666666666666,1.1666666666666667,0.16666666666666666,3,3,3,0,1,0,0,0,0,0.0
minecraft,smtr_uniform,minecraft:2,0,0.8333333333333334,0.16666666666666666,1.1666666666666667,1.1666666666666667,2,2,2,0,1,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:2,0,0.8333333333333334,0.16666666666666666,1.1666666666666667,1.1666666666666667,0,1,1,0,1,1,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:2,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:2,1,-0.3333333333333334,-0.33333333333333337,0.6666666666666666,-1.3333333333333335,6,6,6,1,1,0,2,1,2,0.0
minecraft,retrieval,minecraft:2,1,-3.700743415417188e-17,-0.33333333333333337,0.6666666666666666,-0.33333333333333337,3,3,3,0,0,0,1,0,1,0.0
minecraft,smtr_uniform,minecraft:2,1,1.3333333333333333,1.6666666666666665,1.6666666666666665,0.6666666666666666,1,1,1,1,1,0,0,0,0,0.0
minecraft,smtr_receiver,minecraft:2,1,1.3333333333333333,1.6666666666666665,1.6666666666666665,0.6666666666666666,1,1,0,1,1,0,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:2,2,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:2,2,1.8333333333333333,1.5,2.5,1.5,6,6,6,1,2,1,0,0,0,0.0
minecraft,retrieval,minecraft:2,2,0.8333333333333334,0.5,1.5,0.5,3,3,3,0,1,0,0,0,0,0.0
minecraft,smtr_uniform,minecraft:2,2,1.8333333333333333,1.5,2.5,1.5,2,2,2,1,2,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:2,2,1.8333333333333333,1.5,2.5,1.5,1,2,1,1,2,1,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:2,3,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:2,3,0.5,0.5,1.5,-0.5,6,6,6,1,2,0,1,1,1,0.0
minecraft,retrieval,minecraft:2,3,1.5,1.5,2.5,0.5,3,3,3,1,2,0,0,0,0,0.0
minecraft,smtr_uniform,minecraft:2,3,1.5,1.5,2.5,0.5,2,2,2,1,2,0,0,0,0,0.0
minecraft,smtr_receiver,minecraft:2,3,1.5,1.5,2.5,0.5,1,2,0,1,2,0,0,0,0,0.816496580927726
minecraft,no_memory,minecraft:2,4,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:2,4,2.1666666666666665,2.5,2.5,1.5,6,6,6,3,3,2,1,1,1,0.0
minecraft,retrieval,minecraft:2,4,2.1666666666666665,2.5,2.5,1.5,3,3,3,2,2,1,0,0,0,0.0
minecraft,smtr_uniform,minecraft:2,4,3.1666666666666665,3.5,3.5,2.5,3,3,3,3,3,2,0,0,0,0.0
minecraft,smtr_receiver,minecraft:2,4,3.1666666666666665,3.5,3.5,2.5,3,3,2,3,3,2,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:20,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:20,0,1.6666666666666667,1.6666666666666665,1.6666666666666665,1.6666666666666665,6,6,6,1,2,1,0,1,0,0.0
minecraft,retrieval,minecraft:20,0,2.0,1.6666666666666665,2.6666666666666665,1.6666666666666665,3,3,3,1,2,1,0,0,0,0.0
minecraft,smtr_uniform,minecraft:20,0,2.0,1.6666666666666665,2.6666666666666665,1.6666666666666665,2,2,2,1,2,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:20,0,2.0,1.6666666666666665,2.6666666666666665,1.6666666666666665,1,2,1,1,2,1,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:20,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:20,1,-1.1666666666666667,-1.5,-0.5,-1.5,6,6,6,1,1,1,3,2,3,0.0
minecraft,retrieval,minecraft:20,1,-1.1666666666666667,-1.5,-0.5,-1.5,3,3,3,0,0,0,2,1,2,0.0
minecraft,smtr_uniform,minecraft:20,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:20,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
minecraft,no_memory,minecraft:20,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:20,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,6,1,2,1,1,2,1,0.0
minecraft,retrieval,minecraft:20,2,2.0,1.6666666666666665,2.6666666666666665,1.6666666666666665,3,3,3,1,2,1,0,0,0,0.0
minecraft,smtr_uniform,minecraft:20,2,2.0,1.6666666666666665,2.6666666666666665,1.6666666666666665,2,2,2,1,2,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:20,2,2.0,1.6666666666666665,2.6666666666666665,1.6666666666666665,1,2,1,1,2,1,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:20,3,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:20,3,0.8333333333333334,1.5,-0.5,1.5,6,6,6,1,0,1,0,1,0,0.0
minecraft,retrieval,minecraft:20,3,1.1666666666666667,1.5,0.5,1.5,3,3,3,1,0,1,0,0,0,0.0
minecraft,smtr_uniform,minecraft:20,3,1.1666666666666667,1.5,0.5,1.5,1,1,1,1,0,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:20,3,1.1666666666666667,1.5,0.5,1.5,1,0,1,1,0,1,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:20,4,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:20,4,3.1666666666666665,3.5,3.5,2.5,6,6,6,3,3,2,0,0,0,0.0
minecraft,retrieval,minecraft:20,4,1.5,1.5,1.5,1.5,3,3,3,1,1,1,0,0,0,0.0
minecraft,smtr_uniform,minecraft:20,4,3.1666666666666665,3.5,3.5,2.5,3,3,3,3,3,2,0,0,0,0.0
minecraft,smtr_receiver,minecraft:20,4,3.1666666666666665,3.5,3.5,2.5,3,3,2,3,3,2,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:22,0,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:22,0,1.2222222222222223,1.1666666666666667,1.1666666666666667,1.3333333333333333,6,6,6,1,1,2,0,0,1,0.0
minecraft,retrieval,minecraft:22,0,1.2222222222222223,1.1666666666666667,1.1666666666666667,1.3333333333333333,3,3,3,1,1,1,0,0,0,0.0
minecraft,smtr_uniform,minecraft:22,0,1.5555555555555556,1.1666666666666667,1.1666666666666667,2.3333333333333335,2,2,2,1,1,2,0,0,0,0.0
minecraft,smtr_receiver,minecraft:22,0,1.5555555555555556,1.1666666666666667,1.1666666666666667,2.3333333333333335,1,1,2,1,1,2,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:22,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:22,1,-0.8333333333333334,-0.5,-0.5,-1.5,6,6,6,1,1,0,2,2,2,0.0
minecraft,retrieval,minecraft:22,1,-0.5,-0.5,-0.5,-0.5,3,3,3,0,0,0,1,1,1,0.0
minecraft,smtr_uniform,minecraft:22,1,1.1666666666666667,1.5,1.5,0.5,1,1,1,1,1,0,0,0,0,0.0
minecraft,smtr_receiver,minecraft:22,1,1.1666666666666667,1.5,1.5,0.5,1,1,0,1,1,0,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:22,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:22,2,-1.0,-0.6666666666666667,-0.6666666666666667,-1.6666666666666667,6,6,6,1,1,0,2,2,2,0.0
minecraft,retrieval,minecraft:22,2,-0.6666666666666666,-0.6666666666666667,-0.6666666666666667,-0.6666666666666667,3,3,3,0,0,0,1,1,1,0.0
minecraft,smtr_uniform,minecraft:22,2,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1,1,1,1,1,0,0,0,0,0.0
minecraft,smtr_receiver,minecraft:22,2,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1,1,0,1,1,0,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:22,3,0.5555555555555555,0.5,0.5,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:22,3,-0.7777777777777778,-0.5,-0.5,-1.3333333333333335,6,6,6,0,0,0,1,1,2,0.0
minecraft,retrieval,minecraft:22,3,-0.4444444444444445,-0.5,-0.5,-0.33333333333333337,3,3,3,0,0,0,1,1,1,0.0
minecraft,smtr_uniform,minecraft:22,3,0.5555555555555555,0.5,0.5,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,smtr_receiver,minecraft:22,3,0.5555555555555555,0.5,0.5,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,no_memory,minecraft:22,4,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:22,4,-1.1666666666666665,-1.1666666666666665,-1.1666666666666665,-1.1666666666666665,6,6,6,0,0,0,2,2,2,0.0
minecraft,retrieval,minecraft:22,4,-0.16666666666666663,-0.16666666666666663,-0.16666666666666663,-0.16666666666666663,3,3,3,0,0,0,1,1,1,0.0
minecraft,smtr_uniform,minecraft:22,4,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
minecraft,smtr_receiver,minecraft:22,4,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
minecraft,no_memory,minecraft:24,0,0.5555555555555555,0.5,0.6666666666666666,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:24,0,-1.777777777777778,-1.5,-1.3333333333333335,-2.5,6,6,6,1,1,0,3,3,3,0.0
minecraft,retrieval,minecraft:24,0,0.8888888888888888,1.5,0.6666666666666666,0.5,3,3,3,1,1,0,0,1,0,0.0
minecraft,smtr_uniform,minecraft:24,0,1.222222222222222,1.5,1.6666666666666665,0.5,1,1,1,1,1,0,0,0,0,0.0
minecraft,smtr_receiver,minecraft:24,0,1.222222222222222,1.5,1.6666666666666665,0.5,1,1,0,1,1,0,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:24,1,0.7222222222222222,0.6666666666666666,0.8333333333333334,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:24,1,-0.6111111111111112,-0.33333333333333337,-1.1666666666666665,-0.33333333333333337,6,6,6,0,0,0,1,2,1,0.0
minecraft,retrieval,minecraft:24,1,0.38888888888888884,0.6666666666666666,-0.16666666666666663,0.6666666666666666,3,3,3,0,0,0,0,1,0,0.0
minecraft,smtr_uniform,minecraft:24,1,0.7222222222222222,0.6666666666666666,0.8333333333333334,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,smtr_receiver,minecraft:24,1,0.7222222222222222,0.6666666666666666,0.8333333333333334,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,no_memory,minecraft:24,2,0.888888888888889,0.8333333333333334,1.0,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:24,2,0.888888888888889,1.8333333333333335,-1.0,1.8333333333333335,6,6,6,1,0,1,0,2,0,0.0
minecraft,retrieval,minecraft:24,2,0.5555555555555556,0.8333333333333334,0.0,0.8333333333333334,3,3,3,0,0,0,0,1,0,0.0
minecraft,smtr_uniform,minecraft:24,2,1.2222222222222223,1.8333333333333335,0.0,1.8333333333333335,1,1,1,1,0,1,0,1,0,0.0
minecraft,smtr_receiver,minecraft:24,2,1.5555555555555556,1.8333333333333335,1.0,1.8333333333333335,1,0,1,1,0,1,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:24,3,0.5555555555555555,0.5,0.6666666666666666,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:24,3,0.22222222222222218,0.5,-1.3333333333333335,1.5,6,6,6,1,0,1,1,2,0,0.0
minecraft,retrieval,minecraft:24,3,-0.4444444444444445,-0.5,-1.3333333333333335,0.5,3,3,3,0,0,0,1,2,0,0.0
minecraft,smtr_uniform,minecraft:24,3,1.222222222222222,1.5,0.6666666666666666,1.5,1,1,1,1,0,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:24,3,1.222222222222222,1.5,0.6666666666666666,1.5,1,0,1,1,0,1,0,0,0,0.4714045207910317
