scenario,method,task_id,seed,team_reward,receiver_1_reward,receiver_2_reward,receiver_3_reward,receiver_1_injected,receiver_2_injected,receiver_3_injected,receiver_1_positive,receiver_2_positive,receiver_3_positive,receiver_1_negative,receiver_2_negative,receiver_3_negative,receiver_disagreement_std
research,smtr_uniform,research:38,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,smtr_receiver,research:38,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,no_memory,research:39,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:39,0,1.8333333333333333,2.1666666666666665,2.1666666666666665,1.1666666666666667,6,6,6,2,2,1,0,0,0,0.0
research,retrieval,research:39,0,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,3,3,3,1,1,1,0,0,0,0.0
research,smtr_uniform,research:39,0,1.8333333333333333,2.1666666666666665,2.1666666666666665,1.1666666666666667,3,3,3,2,2,1,0,0,0,0.0
research,smtr_receiver,research:39,0,1.8333333333333333,2.1666666666666665,2.1666666666666665,1.1666666666666667,2,2,1,2,2,1,0,0,0,0.4714045207910317
research,no_memory,research:39,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:39,1,2.0,2.3333333333333335,2.3333333333333335,1.3333333333333333,6,6,6,2,2,1,0,0,0,0.0
research,retrieval,research:39,1,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,3,3,3,0,1,0,0,0,0,0.0
research,smtr_uniform,research:39,1,2.0,2.3333333333333335,2.3333333333333335,1.3333333333333333,3,3,3,2,2,1,0,0,0,0.0
research,smtr_receiver,research:39,1,2.0,2.3333333333333335,2.3333333333333335,1.3333333333333333,2,2,1,2,2,1,0,0,0,0.4714045207910317
research,no_memory,research:39,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:39,2,0.9999999999999999,0.6666666666666666,1.6666666666666665,0.6666666666666666,6,6,6,1,1,1,1,0,1,0.0
research,retrieval,research:39,2,1.6666666666666667,1.6666666666666665,1.6666666666666665,1.6666666666666665,3,3,3,1,1,1,0,0,0,0.0
research,smtr_uniform,research:39,2,1.6666666666666667,1.6666666666666665,1.6666666666666665,1.6666666666666665,2,2,2,1,1,1,0,0,0,0.0
research,smtr_receiver,research:39,2,1.6666666666666667,1.6666666666666665,1.6666666666666665,1.6666666666666665,1,1,1,1,1,1,0,0,0,0.0
research,no_memory,research:39,3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:39,3,2.8333333333333335,3.1666666666666665,3.1666666666666665,2.1666666666666665,6,6,6,4,3,3,1,0,1,0.0
research,retrieval,research:39,3,2.5,3.1666666666666665,1.1666666666666667,3.1666666666666665,3,3,3,3,1,3,0,0,0,0.0
research,smtr_uniform,research:39,3,2.5,3.1666666666666665,2.1666666666666665,2.1666666666666665,3,3,3,3,2,2,0,0,0,0.0
research,smtr_receiver,research:39,3,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,3,3,3,3,3,3,0,0,0,0.0
research,no_memory,research:39,4,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:39,4,1.5,1.1666666666666667,2.1666666666666665,1.1666666666666667,6,6,6,2,2,2,1,0,1,0.0
research,retrieval,research:39,4,-0.16666666666666666,-0.8333333333333334,1.1666666666666667,-0.8333333333333334,3,3,3,0,1,0,1,0,1,0.0
research,smtr_uniform,research:39,4,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665,3,3,3,2,2,2,0,0,0,0.0
research,smtr_receiver,research:39,4,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665,2,2,2,2,2,2,0,0,0,0.0
research,no_memory,research:4,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:4,0,2.0,2.3333333333333335,1.3333333333333333,2.3333333333333335,6,6,6,2,1,2,0,0,0,0.0
research,retrieval,research:4,0,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,3,3,3,1,0,1,0,0,0,0.0
research,smtr_uniform,research:4,0,2.0,2.3333333333333335,1.3333333333333333,2.3333333333333335,2,2,2,2,1,2,0,0,0,0.0
research,smtr_receiver,research:4,0,2.0,2.3333333333333335,1.3333333333333333,2.3333333333333335,2,1,2,2,1,2,0,0,0,0.4714045207910317
research,no_memory,research:4,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:4,1,2.3333333333333335,3.3333333333333335,1.3333333333333333,2.3333333333333335,6,6,6,3,1,2,0,0,0,0.0
research,retrieval,research:4,1,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,3,3,3,1,0,1,0,0,0,0.0
research,smtr_uniform,research:4,1,2.3333333333333335,3.3333333333333335,1.3333333333333333,2.3333333333333335,3,3,3,3,1,2,0,0,0,0.0
research,smtr_receiver,research:4,1,2.3333333333333335,3.3333333333333335,1.3333333333333333,2.3333333333333335,3,1,2,3,1,2,0,0,0,0.816496580927726
research,no_memory,research:4,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:4,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,6,0,0,0,0,0,0,0.0
research,retrieval,research:4,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,3,3,0,0,0,0,0,0,0.0
research,smtr_uniform,research:4,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,smtr_receiver,research:4,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,no_memory,research:4,3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:4,3,3.8333333333333335,5.166666666666667,2.1666666666666665,4.166666666666667,6,6,6,5,2,4,0,0,0,0.0
research,retrieval,research:4,3,1.5,2.1666666666666665,0.16666666666666666,2.1666666666666665,3,3,3,2,0,2,0,0,0,0.0
research,smtr_uniform,research:4,3,2.8333333333333335,3.1666666666666665,2.1666666666666665,3.1666666666666665,3,3,3,3,2,3,0,0,0,0.0
research,smtr_receiver,research:4,3,2.8333333333333335,3.1666666666666665,2.1666666666666665,3.1666666666666665,3,2,3,3,2,3,0,0,0,0.4714045207910317
research,no_memory,research:4,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:4,4,2.6666666666666665,3.3333333333333335,2.3333333333333335,2.3333333333333335,6,6,6,3,2,2,0,0,0,0.0
research,retrieval,research:4,4,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3,3,3,1,1,1,0,0,0,0.0
research,smtr_uniform,research:4,4,2.6666666666666665,3.3333333333333335,2.3333333333333335,2.3333333333333335,3,3,3,3,2,2,0,0,0,0.0
research,smtr_receiver,research:4,4,2.6666666666666665,3.3333333333333335,2.3333333333333335,2.3333333333333335,3,2,2,3,2,2,0,0,0,0.4714045207910317
research,no_memory,research:40,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:40,0,2.5,2.1666666666666665,3.1666666666666665,2.1666666666666665,6,6,6,2,3,2,0,0,0,0.0
research,retrieval,research:40,0,0.5000000000000001,0.16666666666666666,1.1666666666666667,0.16666666666666666,3,3,3,0,1,0,0,0,0,0.0
research,smtr_uniform,research:40,0,2.5,2.1666666666666665,3.1666666666666665,2.1666666666666665,3,3,3,2,3,2,0,0,0,0.0
research,smtr_receiver,research:40,0,2.5,2.1666666666666665,3.1666666666666665,2.1666666666666665,2,3,2,2,3,2,0,0,0,0.4714045207910317
research,no_memory,research:40,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:40,1,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,6,6,6,2,2,2,1,1,1,0.0
research,retrieval,research:40,1,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3,3,3,1,1,1,0,0,0,0.0
research,smtr_uniform,research:40,1,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,3,3,3,2,2,2,0,0,0,0.0
research,smtr_receiver,research:40,1,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2,2,2,2,2,2,0,0,0,0.0
research,no_memory,research:40,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:40,2,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,6,6,6,1,1,1,0,0,0,0.0
research,retrieval,research:40,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,3,3,0,0,0,0,0,0,0.0
research,smtr_uniform,research:40,2,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1,1,1,1,1,1,0,0,0,0.0
research,smtr_receiver,research:40,2,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1,1,1,1,1,1,0,0,0,0.0
research,no_memory,research:40,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:40,3,0.6666666666666665,0.6666666666666666,1.6666666666666665,-0.33333333333333337,6,6,6,1,2,0,1,1,1,0.0
research,retrieval,research:40,3,0.9999999999999999,0.6666666666666666,1.6666666666666665,0.6666666666666666,3,3,3,0,1,0,0,0,0,0.0
research,smtr_uniform,research:40,3,1.6666666666666667,1.6666666666666665,2.6666666666666665,0.6666666666666666,2,2,2,1,2,0,0,0,0,0.0
research,smtr_receiver,research:40,3,1.6666666666666667,1.6666666666666665,2.6666666666666665,0.6666666666666666,1,2,0,1,2,0,0,0,0,0.816496580927726
research,no_memory,research:40,4,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:40,4,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,6,6,6,1,0,0,1,0,0,0.0
research,retrieval,research:40,4,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,3,3,3,1,0,0,1,0,0,0.0
research,smtr_uniform,research:40,4,0.5000000000000001,1.1666666666666667,0.16666666666666666,0.16666666666666666,1,1,1,1,0,0,0,0,0,0.0
research,smtr_receiver,research:40,4,0.5000000000000001,1.1666666666666667,0.16666666666666666,0.16666666666666666,1,0,0,1,0,0,0,0,0,0.4714045207910317
research,no_memory,research:41,0,0.38888888888888884,0.3333333333333333,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:41,0,-0.27777777777777785,0.3333333333333333,-0.6666666666666667,-0.5,6,6,6,1,0,1,1,1,2,0.0
research,retrieval,research:41,0,0.055555555555555546,0.3333333333333333,0.3333333333333333,-0.5,3,3,3,0,0,0,0,0,1,0.0
research,smtr_uniform,research:41,0,1.0555555555555556,1.3333333333333333,0.3333333333333333,1.5,1,1,1,1,0,1,0,0,0,0.0
research,smtr_receiver,research:41,0,1.0555555555555556,1.3333333333333333,0.3333333333333333,1.5,1,0,1,1,0,1,0,0,0,0.4714045207910317
research,no_memory,research:41,1,0.38888888888888884,0.3333333333333333,0.5,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:41,1,1.7222222222222223,2.3333333333333335,1.5,1.3333333333333333,6,6,6,2,2,2,0,1,1,0.0
research,retrieval,research:41,1,1.7222222222222223,2.3333333333333335,1.5,1.3333333333333333,3,3,3,2,1,2,0,0,1,0.0
research,smtr_uniform,research:41,1,2.3888888888888893,2.3333333333333335,2.5,2.3333333333333335,3,3,3,2,2,2,0,0,0,0.0
research,smtr_receiver,research:41,1,2.3888888888888893,2.3333333333333335,2.5,2.3333333333333335,2,2,2,2,2,2,0,0,0,0.0
research,no_memory,research:41,2,0.27777777777777773,0.16666666666666666,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:41,2,0.9444444444444443,2.1666666666666665,-0.6666666666666667,1.3333333333333333,6,6,6,2,0,2,0,1,1,0.0
research,retrieval,research:41,2,0.611111111111111,1.1666666666666667,0.3333333333333333,0.3333333333333333,3,3,3,1,0,1,0,0,1,0.0
research,smtr_uniform,research:41,2,1.6111111111111114,2.1666666666666665,0.3333333333333333,2.3333333333333335,2,2,2,2,0,2,0,0,0,0.0
research,smtr_receiver,research:41,2,1.6111111111111114,2.1666666666666665,0.3333333333333333,2.3333333333333335,2,0,2,2,0,2,0,0,0,0.9428090415820634
research,no_memory,research:41,3,0.05555555555555555,0.0,0.16666666666666666,0.0,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:41,3,1.722222222222222,2.0,2.1666666666666665,1.0,6,6,6,2,3,1,0,1,0,0.0
research,retrieval,research:41,3,0.7222222222222223,1.0,1.1666666666666667,0.0,3,3,3,1,1,0,0,0,0,0.0
research,smtr_uniform,research:41,3,2.0555555555555554,2.0,3.1666666666666665,1.0,3,3,3,2,3,1,0,0,0,0.0
research,smtr_receiver,research:41,3,2.0555555555555554,2.0,3.1666666666666665,1.0,2,3,1,2,3,1,0,0,0,0.816496580927726
research,no_memory,research:41,4,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:41,4,1.1666666666666667,2.1666666666666665,0.16666666666666666,1.1666666666666667,6,6,6,2,1,1,0,1,0,0.0
research,retrieval,research:41,4,0.8333333333333334,1.1666666666666667,1.1666666666666667,0.16666666666666666,3,3,3,1,1,0,0,0,0,0.0
research,smtr_uniform,research:41,4,1.5,2.1666666666666665,1.1666666666666667,1.1666666666666667,2,2,2,2,1,1,0,0,0,0.0
research,smtr_receiver,research:41,4,1.5,2.1666666666666665,1.1666666666666667,1.1666666666666667,2,1,1,2,1,1,0,0,0,0.4714045207910317
research,no_memory,research:42,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:42,0,0.16666666666666666,0.5,-0.5,0.5,6,6,6,1,1,1,1,2,1,0.0
research,retrieval,research:42,0,1.5,1.5,1.5,1.5,3,3,3,1,1,1,0,0,0,0.0
research,smtr_uniform,research:42,0,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
research,smtr_receiver,research:42,0,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
research,no_memory,research:42,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:42,1,2.6666666666666665,3.3333333333333335,2.3333333333333335,2.3333333333333335,6,6,6,3,3,2,0,1,0,0.0
research,retrieval,research:42,1,2.0,2.3333333333333335,2.3333333333333335,1.3333333333333333,3,3,3,2,2,1,0,0,0,0.0
research,smtr_uniform,research:42,1,3.0,3.3333333333333335,3.3333333333333335,2.3333333333333335,3,3,3,3,3,2,0,0,0,0.0
research,smtr_receiver,research:42,1,3.0,3.3333333333333335,3.3333333333333335,2.3333333333333335,3,3,2,3,3,2,0,0,0,0.4714045207910317
research,no_memory,research:42,2,0.7222222222222222,0.6666666666666666,0.8333333333333334,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:42,2,1.3888888888888886,1.6666666666666665,-0.16666666666666663,2.6666666666666665,6,6,6,1,0,2,0,1,0,0.0
research,retrieval,research:42,2,1.3888888888888886,1.6666666666666665,0.8333333333333334,1.6666666666666665,3,3,3,1,0,1,0,0,0,0.0
research,smtr_uniform,research:42,2,1.3888888888888886,1.6666666666666665,0.8333333333333334,1.6666666666666665,1,1,1,1,0,1,0,0,0,0.0
research,smtr_receiver,research:42,2,1.722222222222222,1.6666666666666665,0.8333333333333334,2.6666666666666665,1,0,2,1,0,2,0,0,0,0.816496580927726
research,no_memory,research:42,3,0.5555555555555555,0.5,0.6666666666666666,0.5,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:42,3,-0.4444444444444445,-0.5,-1.3333333333333335,0.5,6,6,6,1,1,2,2,3,2,0.0
research,retrieval,research:42,3,-0.4444444444444445,-0.5,-0.33333333333333337,-0.5,3,3,3,0,0,0,1,1,1,0.0
research,smtr_uniform,research:42,3,1.5555555555555554,1.5,1.6666666666666665,1.5,1,1,1,1,1,1,0,0,0,0.0
research,smtr_receiver,research:42,3,1.8888888888888886,1.5,1.6666666666666665,2.5,1,1,2,1,1,2,0,0,0,0.4714045207910317
research,no_memory,research:42,4,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:42,4,1.1666666666666667,0.5,1.5,1.5,6,6,6,1,1,1,1,0,0,0.0
research,retrieval,research:42,4,0.5,0.5,0.5,0.5,3,3,3,0,0,0,0,0,0,0.0
research,smtr_uniform,research:42,4,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
research,smtr_receiver,research:42,4,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
research,no_memory,research:43,0,0.611111111111111,0.5,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:43,0,-2.055555555555556,-1.5,-2.3333333333333335,-2.3333333333333335,6,6,6,0,0,0,2,3,3,0.0
research,retrieval,research:43,0,-0.05555555555555558,0.5,-0.33333333333333337,-0.33333333333333337,3,3,3,0,0,0,0,1,1,0.0
research,smtr_uniform,research:43,0,0.611111111111111,0.5,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,smtr_receiver,research:43,0,0.611111111111111,0.5,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,no_memory,research:43,1,0.7777777777777778,0.6666666666666666,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:43,1,-0.8888888888888888,-0.33333333333333337,-1.1666666666666665,-1.1666666666666665,6,6,6,0,0,0,1,2,2,0.0
research,retrieval,research:43,1,0.11111111111111112,0.6666666666666666,-0.16666666666666663,-0.16666666666666663,3,3,3,0,0,0,0,1,1,0.0
research,smtr_uniform,research:43,1,0.7777777777777778,0.6666666666666666,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
research,smtr_receiver,research:43,1,0.7777777777777778,0.6666666666666666,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
research,no_memory,research:43,2,0.4444444444444444,0.3333333333333333,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:43,2,1.777777777777778,2.3333333333333335,1.5,1.5,6,6,6,2,2,2,0,1,1,0.0
research,retrieval,research:43,2,1.777777777777778,2.3333333333333335,1.5,1.5,3,3,3,2,2,2,0,1,1,0.0
research,smtr_uniform,research:43,2,2.4444444444444446,2.3333333333333335,2.5,2.5,2,2,2,2,2,2,0,0,0,0.0
research,smtr_receiver,research:43,2,2.4444444444444446,2.3333333333333335,2.5,2.5,2,2,2,2,2,2,0,0,0,0.0
research,no_memory,research:43,3,0.27777777777777773,0.16666666666666666,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:43,3,0.611111111111111,1.1666666666666667,0.3333333333333333,0.3333333333333333,6,6,6,1,1,1,0,1,1,0.0
research,retrieval,research:43,3,0.611111111111111,1.1666666666666667,0.3333333333333333,0.3333333333333333,3,3,3,1,1,1,0,1,1,0.0
research,smtr_uniform,research:43,3,1.2777777777777777,1.1666666666666667,1.3333333333333333,1.3333333333333333,1,1,1,1,1,1,0,0,0,0.0
research,smtr_receiver,research:43,3,1.2777777777777777,1.1666666666666667,1.3333333333333333,1.3333333333333333,1,1,1,1,1,1,0,0,0,0.0
research,no_memory,research:43,4,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:43,4,-0.5,-0.5,-0.5,-0.5,6,6,6,0,0,0,1,1,1,0.0
research,retrieval,research:43,4,-0.5,-0.5,-0.5,-0.5,3,3,3,0,0,0,1,1,1,0.0
research,smtr_uniform,research:43,4,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
research,smtr_receiver,research:43,4,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
research,no_memory,research:44,0,0.05555555555555555,0.0,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:44,0,3.0555555555555554,4.0,2.0,3.1666666666666665,6,6,6,4,2,4,0,0,1,0.0
research,retrieval,research:44,0,1.388888888888889,2.0,1.0,1.1666666666666667,3,3,3,2,1,2,0,0,1,0.0
research,smtr_uniform,research:44,0,2.722222222222222,3.0,2.0,3.1666666666666665,3,3,3,3,2,3,0,0,0,0.0
research,smtr_receiver,research:44,0,2.722222222222222,3.0,2.0,3.1666666666666665,3,2,3,3,2,3,0,0,0,0.4714045207910317
research,no_memory,research:44,1,0.38888888888888884,0.3333333333333333,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:44,1,0.055555555555555546,0.3333333333333333,0.3333333333333333,-0.5,6,6,6,0,0,0,0,0,1,0.0
research,retrieval,research:44,1,0.055555555555555546,0.3333333333333333,0.3333333333333333,-0.5,3,3,3,0,0,0,0,0,1,0.0
research,smtr_uniform,research:44,1,0.38888888888888884,0.3333333333333333,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0,0.0
research,smtr_receiver,research:44,1,0.38888888888888884,0.3333333333333333,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0,0.0
research,no_memory,research:44,2,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:44,2,0.8333333333333335,0.8333333333333334,1.8333333333333335,-0.16666666666666663,6,6,6,1,1,1,1,0,2,0.0
research,retrieval,research:44,2,-0.1666666666666666,-0.16666666666666663,0.8333333333333334,-1.1666666666666665,3,3,3,0,0,0,1,0,2,0.0
research,smtr_uniform,research:44,2,1.8333333333333333,1.8333333333333335,1.8333333333333335,1.8333333333333335,1,1,1,1,1,1,0,0,0,0.0
research,smtr_receiver,research:44,2,1.8333333333333333,1.8333333333333335,1.8333333333333335,1.8333333333333335,1,1,1,1,1,1,0,0,0,0.0
research,no_memory,research:44,3,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:44,3,0.16666666666666666,0.5,0.5,-0.5,6,6,6,0,0,0,0,0,1,0.0
research,retrieval,research:44,3,0.16666666666666666,0.5,0.5,-0.5,3,3,3,0,0,0,0,0,1,0.0
research,smtr_uniform,research:44,3,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
research,smtr_receiver,research:44,3,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
research,no_memory,research:44,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:44,4,2.0,2.6666666666666665,1.6666666666666665,1.6666666666666665,6,6,6,2,1,2,0,0,1,0.0
research,retrieval,research:44,4,1.3333333333333333,1.6666666666666665,1.6666666666666665,0.6666666666666666,3,3,3,1,1,1,0,0,1,0.0
research,smtr_uniform,research:44,4,2.3333333333333335,2.6666666666666665,1.6666666666666665,2.6666666666666665,2,2,2,2,1,2,0,0,0,0.0
research,smtr_receiver,research:44,4,2.3333333333333335,2.6666666666666665,1.6666666666666665,2.6666666666666665,2,1,2,2,1,2,0,0,0,0.4714045207910317
research,no_memory,research:45,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:45,0,-1.0,-0.6666666666666667,-1.6666666666666667,-0.6666666666666667,6,6,6,1,0,0,2,2,1,0.0
research,retrieval,research:45,0,-0.3333333333333334,-0.6666666666666667,-0.6666666666666667,0.3333333333333333,3,3,3,0,0,0,1,1,0,0.0
research,smtr_uniform,research:45,0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,1,1,0,0,0,0,0,0.0
research,smtr_receiver,research:45,0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,1,0,0,1,0,0,0,0,0,0.4714045207910317
research,no_memory,research:45,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:45,1,0.8333333333333331,2.1666666666666665,0.16666666666666666,0.16666666666666666,6,6,6,3,1,1,1,1,1,0.0
research,retrieval,research:45,1,-0.5,0.16666666666666666,-0.8333333333333334,-0.8333333333333334,3,3,3,1,0,0,1,1,1,0.0
research,smtr_uniform,research:45,1,1.8333333333333333,3.1666666666666665,1.1666666666666667,1.1666666666666667,3,3,3,3,1,1,0,0,0,0.0
research,smtr_receiver,research:45,1,1.8333333333333333,3.1666666666666665,1.1666666666666667,1.1666666666666667,3,1,1,3,1,1,0,0,0,0.9428090415820634
research,no_memory,research:45,2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:45,2,0.8333333333333331,2.1666666666666665,0.16666666666666666,0.16666666666666666,6,6,6,2,0,0,0,0,0,0.0
research,retrieval,research:45,2,0.5000000000000001,1.1666666666666667,0.16666666666666666,0.16666666666666666,3,3,3,1,0,0,0,0,0,0.0
research,smtr_uniform,research:45,2,0.8333333333333331,2.1666666666666665,0.16666666666666666,0.16666666666666666,2,2,2,2,0,0,0,0,0,0.0
research,smtr_receiver,research:45,2,0.8333333333333331,2.1666666666666665,0.16666666666666666,0.16666666666666666,2,0,0,2,0,0,0,0,0,0.9428090415820634
research,no_memory,research:45,3,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:45,3,1.5,1.5,1.5,1.5,6,6,6,1,1,1,0,0,0,0.0
research,retrieval,research:45,3,1.5,1.5,1.5,1.5,3,3,3,1,1,1,0,0,0,0.0
research,smtr_uniform,research:45,3,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
research,smtr_receiver,research:45,3,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
research,no_memory,research:45,4,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
research,full_memory,research:45,4,-0.16666666666666666,-0.5,-0.5,0.5,6,6,6,0,0,0,1,1,0,0.0
research,retrieval,research:45,4,-0.16666666666666666,-0.5,-0.5,0.5,3,3,3,0,0,0,1,1,0,0.0
research,smtr_uniform,research:45,4,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
research,smtr_receiver,research:45,4,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
research,no_memory,research:47,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
